id_player;turn_number;position_clicked;time_game;time_until_match;suggestion_type;position_suggested;experiment_condition;match;game_ended;wrong_hint
78;1;[0, 0];0:7;0:7;none;none;tom;False;False;False
78;2;[0, 1];0:8;0:8;none;none;tom;False;False;False
78;3;[0, 2];0:15;0:15;none;none;tom;False;False;False
78;4;[0, 3];0:17;0:17;none;none;tom;False;False;False
78;5;[0, 4];0:21;0:21;none;none;tom;False;False;False
78;6;[0, 5];0:30;0:30;none;none;tom;False;False;False
78;7;[1, 0];0:35;0:35;none;none;tom;False;False;False
78;8;[2, 4];0:37;0:37;card;[2, 4];tom;True;False;False
78;9;[3, 1];0:42;0:5;none;none;tom;False;False;False
78;10;[0, 5];0:44;0:7;none;none;tom;False;False;False
78;11;[3, 0];0:48;0:11;none;none;tom;False;False;False
78;12;[2, 0];0:50;0:13;none;none;tom;False;False;False
78;13;[3, 1];0:55;0:18;none;none;tom;False;False;False
78;14;[0, 2];0:56;0:19;column;2;tom;True;False;False
78;15;[3, 5];0:57;0:1;none;none;tom;False;False;False
78;16;[1, 4];0:59;0:3;none;none;tom;True;False;False
78;17;[3, 3];1:4;0:5;none;none;tom;False;False;False
78;18;[0, 5];1:6;0:7;none;none;tom;False;False;False
78;19;[2, 5];1:12;0:13;none;none;tom;False;False;False
78;20;[2, 1];1:18;0:19;none;none;tom;False;False;False
78;21;[3, 0];1:20;0:21;none;none;tom;False;False;False
78;22;[0, 5];1:20;0:21;column;5;tom;True;False;False
78;23;[1, 5];1:27;0:7;none;none;tom;False;False;False
78;24;[2, 0];1:28;0:8;none;none;tom;False;False;False
78;25;[0, 0];1:30;0:10;none;none;tom;False;False;False
78;26;[2, 2];1:32;0:12;none;none;tom;False;False;False
78;27;[1, 1];1:37;0:17;none;none;tom;False;False;False
78;28;[2, 5];1:38;0:18;column;5;tom;True;False;False
78;29;[3, 4];1:39;0:1;none;none;tom;False;False;False
78;30;[1, 5];1:41;0:3;none;none;tom;True;False;False
78;31;[0, 1];1:47;0:6;none;none;tom;False;False;False
78;32;[2, 2];1:50;0:9;none;none;tom;False;False;False
78;33;[2, 1];1:52;0:11;none;none;tom;False;False;False
78;34;[0, 4];1:54;0:13;none;none;tom;False;False;False
78;35;[3, 3];1:58;0:17;none;none;tom;False;False;False
78;36;[0, 3];1:59;0:18;column;3;tom;False;False;False
78;37;[1, 3];2:4;0:23;card;[1, 3];tom;False;False;False
78;38;[3, 3];2:5;0:24;column;3;tom;True;False;False
78;39;[2, 1];2:8;0:3;none;none;tom;False;False;False
78;40;[0, 4];2:9;0:4;none;none;tom;False;False;False
78;41;[0, 0];2:11;0:6;none;none;tom;False;False;False
78;42;[2, 0];2:13;0:8;none;none;tom;True;False;False
78;43;[0, 1];2:18;0:5;none;none;tom;False;False;False
78;44;[2, 3];2:19;0:6;none;none;tom;False;False;False
78;45;[3, 2];2:23;0:10;none;none;tom;False;False;False
78;46;[1, 2];2:24;0:11;none;none;tom;True;False;False
78;47;[2, 1];2:29;0:5;none;none;tom;False;False;False
78;48;[0, 1];2:30;0:6;none;none;tom;True;False;False
78;49;[2, 2];2:33;0:3;none;none;tom;False;False;False
78;50;[0, 4];2:34;0:4;none;none;tom;False;False;False
78;51;[2, 3];2:41;0:11;none;none;tom;False;False;False
78;52;[0, 4];2:42;0:12;none;none;tom;True;False;False
78;53;[2, 2];2:47;0:5;none;none;tom;False;False;False
78;54;[0, 3];2:48;0:6;none;none;tom;True;True;False
