id_player;turn_number;position_clicked;time_game;time_until_match;suggestion_type;position_suggested;experiment_condition;match;game_ended;wrong_hint
121;1;[0, 0];0:2;0:2;none;none;tom;False;False;False
121;2;[3, 4];0:7;0:7;none;none;tom;False;False;False
121;3;[3, 3];0:8;0:8;none;none;tom;False;False;False
121;4;[0, 0];0:9;0:9;none;none;tom;True;False;False
121;5;[0, 3];0:11;0:2;none;none;tom;False;False;False
121;6;[0, 4];0:12;0:3;none;none;tom;True;False;False
121;7;[3, 0];0:15;0:3;none;none;tom;False;False;False
121;8;[3, 4];0:18;0:6;none;none;tom;True;False;False
121;9;[3, 1];0:19;0:1;none;none;tom;False;False;False
121;10;[2, 1];0:19;0:1;none;none;tom;True;False;False
121;11;[0, 1];0:20;0:1;none;none;tom;False;False;False
121;12;[3, 5];0:22;0:3;none;none;tom;True;False;False
121;13;[2, 5];0:23;0:1;none;none;tom;False;False;False
121;14;[1, 1];0:33;0:11;none;none;tom;True;False;False
121;15;[2, 0];0:37;0:4;none;none;tom;False;False;False
121;16;[1, 3];0:41;0:8;none;none;tom;False;False;False
121;17;[1, 2];0:43;0:10;none;none;tom;False;False;False
121;18;[2, 0];0:44;0:11;none;none;tom;True;False;False
121;19;[1, 0];0:45;0:1;none;none;tom;False;False;False
121;20;[2, 2];0:54;0:10;none;none;tom;True;False;False
121;21;[0, 2];0:55;0:1;none;none;tom;False;False;False
121;22;[2, 3];0:57;0:3;none;none;tom;True;False;False
121;23;[1, 3];0:58;0:1;none;none;tom;False;False;False
121;24;[2, 4];1:0;0:3;none;none;tom;True;False;False
121;25;[1, 4];1:0;0:0;none;none;tom;False;False;False
121;26;[3, 2];1:3;0:3;none;none;tom;True;False;False
121;27;[1, 5];1:3;0:0;none;none;tom;False;False;False
121;28;[0, 5];1:4;0:1;none;none;tom;True;True;False
