id_player;turn_number;position_clicked;time_game;time_until_match;suggestion_type;position_suggested;experiment_condition;match;game_ended;wrong_hint
316;1;[0, 0];0:3;0:3;none;none;external_deception;False;False;False
316;2;[1, 0];0:3;0:3;none;none;external_deception;False;False;False
316;3;[0, 1];0:4;0:4;none;none;external_deception;False;False;False
316;4;[1, 1];0:5;0:5;none;none;external_deception;False;False;False
316;5;[0, 2];0:5;0:5;none;none;external_deception;False;False;False
316;6;[1, 2];0:6;0:6;none;none;external_deception;False;False;False
316;7;[0, 3];0:6;0:6;none;none;external_deception;False;False;False
316;8;[3, 4];0:8;0:8;card;[3, 4];external_deception;True;False;False
316;9;[0, 4];0:12;0:4;none;none;external_deception;False;False;False
316;10;[1, 3];0:13;0:5;none;none;external_deception;False;False;False
316;11;[1, 4];0:14;0:6;none;none;external_deception;False;False;False
316;12;[2, 3];0:15;0:7;none;none;external_deception;False;False;False
316;13;[1, 2];0:16;0:8;none;none;external_deception;False;False;False
316;14;[2, 1];0:17;0:9;card;[2, 1];external_deception;True;False;False
316;15;[2, 3];0:18;0:1;none;none;external_deception;False;False;False
316;16;[1, 3];0:18;0:1;none;none;external_deception;False;False;False
316;17;[2, 4];0:19;0:2;none;none;external_deception;False;False;False
316;18;[2, 2];0:20;0:3;none;none;external_deception;False;False;False
316;19;[3, 2];0:21;0:4;none;none;external_deception;False;False;False
316;20;[1, 3];0:22;0:5;row;1;external_deception;False;False;False
316;21;[1, 4];0:23;0:6;none;none;external_deception;False;False;False
316;22;[3, 2];0:24;0:7;card;[3, 2];external_deception;True;False;False
316;23;[2, 5];0:25;0:1;none;none;external_deception;False;False;False
316;24;[2, 2];0:26;0:2;none;none;external_deception;False;False;False
316;25;[3, 5];0:27;0:3;none;none;external_deception;False;False;False
316;26;[0, 0];0:28;0:4;none;none;external_deception;True;False;False
316;27;[1, 0];0:29;0:1;none;none;external_deception;False;False;False
316;28;[0, 2];0:29;0:1;none;none;external_deception;False;False;False
316;29;[1, 3];0:31;0:3;none;none;external_deception;False;False;False
316;30;[2, 0];0:32;0:4;none;none;external_deception;False;False;False
316;31;[3, 0];0:33;0:5;none;none;external_deception;False;False;False
316;32;[1, 3];0:34;0:6;row;1;external_deception;True;False;False
316;33;[2, 4];0:35;0:1;none;none;external_deception;False;False;False
316;34;[0, 2];0:36;0:2;none;none;external_deception;False;False;False
316;35;[2, 5];0:37;0:3;none;none;external_deception;False;False;False
316;36;[2, 0];0:39;0:5;none;none;external_deception;False;False;False
316;37;[3, 1];0:40;0:6;none;none;external_deception;False;False;False
316;38;[0, 4];0:41;0:7;card;[0, 4];external_deception;True;False;False
316;39;[2, 4];0:41;0:0;none;none;external_deception;False;False;False
316;40;[0, 2];0:42;0:1;none;none;external_deception;False;False;False
316;41;[2, 3];0:43;0:2;none;none;external_deception;False;False;False
316;42;[0, 2];0:44;0:3;none;none;external_deception;True;False;False
316;43;[0, 1];0:44;0:0;none;none;external_deception;False;False;False
316;44;[2, 0];0:45;0:1;none;none;external_deception;False;False;False
316;45;[2, 2];0:46;0:2;none;none;external_deception;False;False;False
316;46;[0, 1];0:47;0:3;none;none;external_deception;True;False;False
316;47;[1, 1];0:47;0:0;none;none;external_deception;False;False;False
316;48;[2, 0];0:48;0:1;none;none;external_deception;True;False;False
316;49;[1, 0];0:48;0:0;none;none;external_deception;False;False;False
316;50;[0, 5];0:49;0:1;none;none;external_deception;False;False;False
316;51;[2, 4];0:50;0:2;none;none;external_deception;False;False;False
316;52;[0, 5];0:50;0:2;none;none;external_deception;True;False;False
316;53;[1, 5];0:51;0:1;none;none;external_deception;False;False;False
316;54;[3, 3];0:52;0:2;none;none;external_deception;False;False;False
316;55;[2, 5];0:53;0:3;none;none;external_deception;False;False;False
316;56;[1, 5];0:54;0:4;none;none;external_deception;True;False;False
316;57;[3, 3];0:54;0:0;none;none;external_deception;False;False;False
316;58;[1, 0];0:55;0:1;none;none;external_deception;True;True;False
