id_player;turn_number;position_clicked;time_game;time_until_match;suggestion_type;position_suggested;experiment_condition;match;game_ended;wrong_hint
2;1;[0, 0];0:5;0:5;none;none;tom;False;False;False
2;2;[1, 1];0:11;0:11;none;none;tom;True;False;False
2;3;[0, 1];0:20;0:9;none;none;tom;False;False;False
2;4;[1, 5];0:23;0:12;none;none;tom;True;False;False
2;5;[0, 2];0:32;0:9;none;none;tom;False;False;False
2;6;[3, 2];0:35;0:12;none;none;tom;True;False;False
2;7;[2, 0];0:41;0:6;none;none;tom;False;False;False
2;8;[3, 1];0:44;0:9;none;none;tom;True;False;False
2;9;[1, 0];0:55;0:11;none;none;tom;False;False;False
2;10;[1, 4];0:57;0:13;none;none;tom;True;False;False
2;11;[0, 4];1:3;0:6;none;none;tom;False;False;False
2;12;[3, 4];1:5;0:8;none;none;tom;True;False;False
2;13;[3, 5];1:10;0:5;none;none;tom;False;False;False
2;14;[0, 3];1:13;0:8;none;none;tom;True;False;False
2;15;[1, 2];1:19;0:6;none;none;tom;False;False;False
2;16;[1, 3];1:21;0:8;none;none;tom;True;False;False
2;17;[2, 3];1:32;0:11;none;none;tom;False;False;False
2;18;[3, 3];1:34;0:13;none;none;tom;False;False;False
2;19;[3, 3];1:42;0:21;none;none;tom;False;False;False
2;20;[2, 3];1:44;0:23;none;none;tom;False;False;False
2;21;[2, 3];1:51;0:30;none;none;tom;False;False;False
2;22;[3, 3];1:57;0:36;none;none;tom;False;False;False
2;23;[2, 3];2:1;0:40;none;none;tom;False;False;False
2;24;[2, 5];2:2;0:41;row;2;tom;True;False;False
2;25;[2, 4];2:5;0:3;none;none;tom;False;False;False
2;26;[2, 1];2:7;0:5;none;none;tom;True;False;False
2;27;[3, 0];2:11;0:4;none;none;tom;False;False;False
2;28;[2, 2];2:14;0:7;none;none;tom;True;False;False
2;29;[3, 3];2:19;0:5;none;none;tom;False;False;False
2;30;[0, 5];2:21;0:7;none;none;tom;True;True;False
