id,timestamp,game_time,emotion,model_confidence,match,turn,motivated,condition
2,"04/22/2025, 22:09:07",0:13,neutral,67.16493964195251,True,2,no,ToM
2,"04/22/2025, 22:09:07",0:13,fear,45.738160610198975,True,2,no,ToM
2,"04/22/2025, 22:09:08",0:13,fear,49.8835414648056,True,2,no,ToM
2,"04/22/2025, 22:09:08",0:13,fear,54.68419790267944,True,2,no,ToM
2,"04/22/2025, 22:09:08",0:14,fear,53.00943851470947,True,2,no,ToM
2,"04/22/2025, 22:09:08",0:14,fear,47.98496067523956,True,2,no,ToM
2,"04/22/2025, 22:09:08",0:14,fear,44.23671364784241,True,2,no,ToM
2,"04/22/2025, 22:09:09",0:14,fear,52.95135974884033,True,2,no,ToM
2,"04/22/2025, 22:09:09",0:14,fear,31.91809844482532,True,2,no,ToM
2,"04/22/2025, 22:09:09",0:15,fear,39.06204104423523,True,2,no,ToM
2,"04/22/2025, 22:09:09",0:15,fear,36.33142113685608,True,2,no,ToM
2,"04/22/2025, 22:09:09",0:15,fear,37.84690354429526,True,2,no,ToM
2,"04/22/2025, 22:09:10",0:15,fear,44.58488789706754,True,2,no,ToM
2,"04/22/2025, 22:09:10",0:15,neutral,51.25702619552612,True,2,no,ToM
2,"04/22/2025, 22:09:19",0:25,fear,51.75392031669617,True,4,no,ToM
2,"04/22/2025, 22:09:19",0:25,neutral,38.832804560661316,True,4,no,ToM
2,"04/22/2025, 22:09:19",0:25,neutral,50.63859820365906,True,4,no,ToM
2,"04/22/2025, 22:09:20",0:25,fear,66.26026034355164,True,4,no,ToM
2,"04/22/2025, 22:09:20",0:25,fear,60.91997027397156,True,4,no,ToM
2,"04/22/2025, 22:09:20",0:26,fear,79.40818071365356,True,4,no,ToM
2,"04/22/2025, 22:09:20",0:26,neutral,39.68210518360138,True,4,no,ToM
2,"04/22/2025, 22:09:21",0:26,fear,75.17355380373552,True,4,no,ToM
2,"04/22/2025, 22:09:21",0:26,fear,42.87448525428772,True,4,no,ToM
2,"04/22/2025, 22:09:21",0:27,fear,40.75880458846038,True,4,no,ToM
2,"04/22/2025, 22:09:21",0:27,fear,39.66870605945587,True,4,no,ToM
2,"04/22/2025, 22:09:21",0:27,fear,46.955543756484985,True,4,no,ToM
2,"04/22/2025, 22:09:22",0:27,fear,70.40175199508667,True,4,no,ToM
2,"04/22/2025, 22:09:22",0:27,neutral,44.28406357765198,True,4,no,ToM
2,"04/22/2025, 22:09:22",0:28,fear,62.99233436584473,True,4,no,ToM
2,"04/22/2025, 22:09:22",0:28,fear,49.043893814086914,True,4,no,ToM
2,"04/22/2025, 22:09:23",0:28,fear,54.37785334851106,True,4,no,ToM
