id_player;turn_number;position_clicked;time_game;time_until_match;suggestion_type;position_suggested;experiment_condition;match;game_ended;wrong_hint;board_changed
4;1;[0, 0];0:2;0:2;none;none;e_tom;False;False;False;False
4;2;[0, 1];0:9;0:9;none;none;e_tom;False;False;False;False
4;3;[0, 2];0:11;0:11;none;none;e_tom;False;False;False;False
4;4;[0, 3];0:13;0:13;none;none;e_tom;False;False;False;False
4;5;[0, 4];0:14;0:14;none;none;e_tom;False;False;False;False
4;6;[0, 5];0:17;0:17;none;none;e_tom;False;False;False;False
4;7;[1, 0];0:18;0:18;none;none;e_tom;False;False;False;False
4;8;[3, 1];0:18;0:18;card;[3, 1];e_tom;True;False;False;False
4;9;[0, 1];0:20;0:2;none;none;e_tom;False;False;False;False
4;10;[1, 1];0:22;0:4;none;none;e_tom;False;False;False;False
4;11;[0, 3];0:24;0:6;none;none;e_tom;False;False;False;False
4;12;[1, 2];0:26;0:8;none;none;e_tom;False;False;False;True
4;13;[1, 3];0:27;0:9;none;none;e_tom;False;False;False;False
4;14;[1, 4];0:29;0:11;none;none;e_tom;False;False;False;False
4;15;[1, 5];0:31;0:13;none;none;e_tom;False;False;False;False
4;16;[0, 3];0:32;0:14;none;none;e_tom;False;False;False;False
4;17;[0, 0];0:34;0:16;none;none;e_tom;False;False;False;False
4;18;[3, 5];0:34;0:16;column;5;e_tom;True;False;False;False
4;19;[2, 5];0:36;0:2;none;none;e_tom;False;False;False;False
4;20;[2, 4];0:38;0:4;none;none;e_tom;False;False;False;False
4;21;[1, 2];0:40;0:6;none;none;e_tom;False;False;False;False
4;22;[2, 1];0:42;0:8;none;none;e_tom;False;False;False;False
4;23;[2, 5];0:44;0:10;none;none;e_tom;False;False;False;False
4;24;[1, 4];0:44;0:10;row;1;e_tom;False;False;False;False
4;25;[1, 3];0:46;0:12;none;none;e_tom;False;False;False;False
4;26;[0, 2];0:47;0:13;card;[0, 2];e_tom;True;False;False;False
4;27;[1, 1];0:48;0:1;none;none;e_tom;False;False;False;False
4;28;[2, 5];0:49;0:2;none;none;e_tom;True;False;False;False
4;29;[0, 5];0:51;0:2;none;none;e_tom;False;False;False;False
4;30;[1, 4];0:54;0:5;none;none;e_tom;False;False;False;False
4;31;[0, 1];0:56;0:7;none;none;e_tom;False;False;False;False
4;32;[1, 4];0:57;0:8;none;none;e_tom;True;False;False;False
4;33;[1, 2];0:59;0:2;none;none;e_tom;False;False;False;False
4;34;[2, 2];1:0;0:3;none;none;e_tom;False;False;False;False
4;35;[2, 0];1:2;0:5;none;none;e_tom;False;False;False;False
4;36;[0, 4];1:4;0:7;none;none;e_tom;False;False;False;False
4;37;[0, 3];1:7;0:10;none;none;e_tom;False;False;False;False
4;38;[2, 2];1:7;0:10;column;2;e_tom;True;False;False;False
4;39;[3, 2];1:9;0:2;none;none;e_tom;False;False;False;False
4;40;[2, 0];1:13;0:6;none;none;e_tom;False;False;False;False
4;41;[3, 0];1:14;0:7;none;none;e_tom;False;False;False;False
4;42;[0, 5];1:16;0:9;none;none;e_tom;True;False;False;False
4;43;[1, 5];1:17;0:1;none;none;e_tom;False;False;False;False
4;44;[0, 4];1:18;0:2;none;none;e_tom;True;False;False;False
4;45;[3, 3];1:20;0:2;none;none;e_tom;False;False;False;False
4;46;[2, 4];1:22;0:4;none;none;e_tom;True;False;False;False
4;47;[3, 4];1:23;0:1;none;none;e_tom;False;False;False;False
4;48;[1, 2];1:25;0:3;none;none;e_tom;True;False;False;False
4;49;[2, 3];1:26;0:1;none;none;e_tom;False;False;False;False
4;50;[2, 0];1:27;0:2;none;none;e_tom;True;False;False;False
4;51;[3, 2];1:27;0:0;none;none;e_tom;False;False;False;False
4;52;[2, 1];1:29;0:2;none;none;e_tom;True;True;False;False
