id,timestamp,game_time,emotion,model_confidence,match,turn,motivated,condition
7,"04/03/2025, 18:50:39",0:15,neutral,0,True,2,no,E-ToM
7,"04/03/2025, 18:50:39",0:15,neutral,0,True,2,yes,E-ToM
7,"04/03/2025, 18:50:39",0:16,neutral,0,True,2,yes,E-ToM
7,"04/03/2025, 18:50:40",0:16,neutral,0,True,2,yes,E-ToM
7,"04/03/2025, 18:50:40",0:16,neutral,0,True,2,yes,E-ToM
7,"04/03/2025, 18:50:40",0:17,neutral,60.2375864982605,True,2,yes,E-ToM
7,"04/03/2025, 18:50:40",0:17,neutral,0,True,2,yes,E-ToM
7,"04/03/2025, 18:50:41",0:17,neutral,0,True,2,yes,E-ToM
7,"04/03/2025, 18:50:41",0:17,neutral,0,True,2,yes,E-ToM
7,"04/03/2025, 18:50:41",0:18,neutral,0,True,2,yes,E-ToM
7,"04/03/2025, 18:50:41",0:18,neutral,0,True,2,yes,E-ToM
7,"04/03/2025, 18:50:42",0:18,neutral,0,True,2,yes,E-ToM
7,"04/03/2025, 18:50:42",0:18,neutral,0,True,2,yes,E-ToM
7,"04/03/2025, 18:50:42",0:19,neutral,0,True,2,yes,E-ToM
7,"04/03/2025, 18:50:42",0:19,neutral,0,True,2,yes,E-ToM
7,"04/03/2025, 18:50:43",0:19,neutral,0,True,2,yes,E-ToM
7,"04/03/2025, 18:50:43",0:19,neutral,0,True,2,yes,E-ToM
7,"04/03/2025, 18:50:43",0:19,neutral,0,True,2,yes,E-ToM
7,"04/03/2025, 18:50:43",0:20,neutral,0,True,2,yes,E-ToM
7,"04/03/2025, 18:50:43",0:20,neutral,0,True,2,yes,E-ToM
