id,timestamp,emotion,model_confidence,match,turn,motivated,condition
78,"07/16/2024, 17:12:52",happy,86.73511068434183,False,2,yes,E-ToM
78,"07/16/2024, 17:13:06",sad,59.82563378505304,False,4,yes,E-ToM
78,"07/16/2024, 17:13:12",neutral,99.83479976654053,False,6,yes,E-ToM
78,"07/16/2024, 17:13:27",neutral,96.42947316169739,True,8,yes,E-ToM
78,"07/16/2024, 17:13:33",neutral,77.50164866447449,False,10,yes,E-ToM
78,"07/16/2024, 17:13:40",neutral,92.66483187675476,False,12,yes,E-ToM
78,"07/16/2024, 17:13:49",neutral,73.01158905029297,True,14,no,E-ToM
78,"07/16/2024, 17:13:57",neutral,94.57707405090332,True,16,yes,E-ToM
78,"07/16/2024, 17:14:04",neutral,90.34458341268203,False,18,yes,E-ToM
78,"07/16/2024, 17:14:12",neutral,52.16839909553528,False,20,no,E-ToM
78,"07/16/2024, 17:14:25",neutral,88.71766924858093,True,22,yes,E-ToM
78,"07/16/2024, 17:14:27",neutral,65.03612399101257,False,24,no,E-ToM
78,"07/16/2024, 17:14:35",neutral,89.36341404914856,False,26,yes,E-ToM
78,"07/16/2024, 17:14:43",neutral,94.64049339294434,True,28,no,E-ToM
78,"07/16/2024, 17:14:52",neutral,96.5336263179779,True,30,yes,E-ToM
78,"07/16/2024, 17:14:56",neutral,84.38184261322021,False,32,no,E-ToM
78,"07/16/2024, 17:15:03",neutral,74.05895590782166,False,34,yes,E-ToM
78,"07/16/2024, 17:15:25",neutral,95.94144200929654,False,36,yes,E-ToM
78,"07/16/2024, 17:15:36",neutral,97.33200073242188,True,38,no,E-ToM
78,"07/16/2024, 17:15:40",sad,46.65120820112277,False,40,no,E-ToM
78,"07/16/2024, 17:15:44",neutral,97.19769937978383,True,42,no,E-ToM
78,"07/16/2024, 17:15:53",neutral,92.90721416473389,False,44,yes,E-ToM
78,"07/16/2024, 17:15:59",neutral,92.81741976737976,True,46,yes,E-ToM
78,"07/16/2024, 17:16:01",neutral,91.42503142356873,True,48,no,E-ToM
78,"07/16/2024, 17:16:12",neutral,75.61121582984924,False,50,yes,E-ToM
78,"07/16/2024, 17:16:17",neutral,79.15118808455397,True,52,yes,E-ToM
