id,timestamp,emotion,model_confidence,match,turn,motivated,condition
2,"07/23/2024, 15:35:49",angry,56.67378306388855,False,1,False,E-ToM
2,"07/23/2024, 15:35:49",angry,56.67378306388855,False,1,False,E-ToM
2,"07/23/2024, 15:35:50",angry,93.00544941360361,False,1,False,E-ToM
2,"07/23/2024, 15:35:50",angry,93.00544941360361,False,1,False,E-ToM
2,"07/23/2024, 15:35:50",angry,62.5930175074318,False,1,False,E-ToM
2,"07/23/2024, 15:35:50",angry,62.5930175074318,False,1,False,E-ToM
2,"07/23/2024, 15:35:50",sad,39.8942232131958,False,1,False,E-ToM
2,"07/23/2024, 15:35:50",sad,39.8942232131958,False,1,False,E-ToM
2,"07/23/2024, 15:35:50",neutral,47.13414907455444,False,1,False,E-ToM
2,"07/23/2024, 15:35:50",neutral,47.13414907455444,False,1,False,E-ToM
2,"07/23/2024, 15:35:51",neutral,53.887659311294556,False,1,False,E-ToM
2,"07/23/2024, 15:35:51",neutral,53.887659311294556,False,1,False,E-ToM
2,"07/23/2024, 15:35:51",angry,78.25233340263367,False,1,False,E-ToM
2,"07/23/2024, 15:35:51",angry,78.25233340263367,False,1,False,E-ToM
2,"07/23/2024, 15:35:51",angry,93.04383355640373,False,1,False,E-ToM
2,"07/23/2024, 15:35:51",angry,93.04383355640373,False,1,False,E-ToM
2,"07/23/2024, 15:35:51",angry,90.72182719241543,False,1,False,E-ToM
2,"07/23/2024, 15:35:51",angry,90.72182719241543,False,1,False,E-ToM
2,"07/23/2024, 15:35:51",angry,87.58181855570189,False,1,False,E-ToM
2,"07/23/2024, 15:35:51",angry,87.58181855570189,False,1,False,E-ToM
2,"07/23/2024, 15:35:51",neutral,51.721727642807046,False,1,False,E-ToM
2,"07/23/2024, 15:35:51",neutral,51.721727642807046,False,1,False,E-ToM
2,"07/23/2024, 15:35:52",angry,64.62548796826745,False,1,False,E-ToM
2,"07/23/2024, 15:35:52",angry,64.62548796826745,False,1,False,E-ToM
2,"07/23/2024, 15:35:52",angry,85.51543692030374,False,1,False,E-ToM
2,"07/23/2024, 15:35:52",angry,85.51543692030374,False,1,False,E-ToM
