id_player;turn_number;position_clicked;time_game;time_until_match;suggestion_type;position_suggested;experiment_condition;match;game_ended;wrong_hint
80;1;[0, 0];0:3;0:3;none;none;tom;False;False;False
80;2;[0, 1];0:7;0:7;none;none;tom;False;False;False
80;3;[0, 2];0:8;0:8;none;none;tom;False;False;False
80;4;[0, 3];0:9;0:9;none;none;tom;True;False;False
80;5;[0, 4];0:11;0:2;none;none;tom;False;False;False
80;6;[0, 5];0:12;0:3;none;none;tom;False;False;False
80;7;[1, 0];0:13;0:4;none;none;tom;False;False;False
80;8;[1, 1];0:14;0:5;none;none;tom;False;False;False
80;9;[1, 2];0:15;0:6;none;none;tom;False;False;False
80;10;[3, 0];0:15;0:6;column;0;tom;False;False;False
80;11;[2, 0];0:17;0:8;none;none;tom;False;False;False
80;12;[1, 2];0:17;0:8;card;[1, 2];tom;True;False;False
80;13;[3, 5];0:18;0:1;none;none;tom;False;False;False
80;14;[2, 4];0:20;0:3;none;none;tom;False;False;False
80;15;[1, 5];0:21;0:4;none;none;tom;False;False;False
80;16;[3, 5];0:22;0:5;none;none;tom;True;False;False
80;17;[0, 4];0:23;0:1;none;none;tom;False;False;False
80;18;[2, 3];0:24;0:2;none;none;tom;False;False;False
80;19;[0, 5];0:25;0:3;none;none;tom;False;False;False
80;20;[2, 5];0:27;0:5;none;none;tom;False;False;False
80;21;[2, 4];0:28;0:6;none;none;tom;False;False;False
80;22;[0, 5];0:28;0:6;row;0;tom;True;False;False
80;23;[3, 2];0:29;0:1;none;none;tom;False;False;False
80;24;[1, 1];0:31;0:3;none;none;tom;False;False;False
80;25;[2, 1];0:32;0:4;none;none;tom;False;False;False
80;26;[2, 5];0:34;0:6;none;none;tom;True;False;False
80;27;[3, 2];0:35;0:1;none;none;tom;False;False;False
80;28;[1, 4];0:36;0:2;none;none;tom;False;False;False
80;29;[3, 4];0:37;0:3;none;none;tom;False;False;False
80;30;[0, 0];0:38;0:4;none;none;tom;False;False;False
80;31;[0, 4];0:40;0:6;none;none;tom;False;False;False
80;32;[3, 1];0:41;0:7;row;3;tom;True;False;False
80;33;[0, 0];0:42;0:1;none;none;tom;False;False;False
80;34;[1, 4];0:44;0:3;none;none;tom;True;False;False
80;35;[3, 0];0:45;0:1;none;none;tom;False;False;False
80;36;[3, 4];0:46;0:2;none;none;tom;True;False;False
80;37;[1, 3];0:46;0:0;none;none;tom;False;False;False
80;38;[3, 2];0:48;0:2;none;none;tom;True;False;False
80;39;[3, 3];0:48;0:0;none;none;tom;False;False;False
80;40;[1, 1];0:49;0:1;none;none;tom;True;False;False
80;41;[0, 1];0:50;0:1;none;none;tom;False;False;False
80;42;[2, 3];0:51;0:2;none;none;tom;False;False;False
80;43;[2, 2];0:51;0:2;none;none;tom;False;False;False
80;44;[0, 1];0:52;0:3;none;none;tom;True;False;False
80;45;[1, 0];0:52;0:0;none;none;tom;False;False;False
80;46;[2, 3];0:53;0:1;none;none;tom;True;True;False
