id,timestamp,emotion,match,motivated,condition
2024-07-06 00:02:27.969990,angry,False,False,E-ToM
2024-07-06 00:02:28.345378,angry,False,False,E-ToM
2024-07-06 00:02:28.681658,neutral,False,False,E-ToM
2024-07-06 00:02:29.477938,happy,False,False,E-ToM
2024-07-06 00:02:29.877739,surprise,False,False,E-ToM
2024-07-06 00:02:30.635932,surprise,False,False,E-ToM
2024-07-06 00:02:30.981072,fear,False,False,E-ToM
2024-07-06 00:02:31.393754,fear,False,False,E-ToM
2024-07-06 00:02:31.732567,fear,False,False,E-ToM
2024-07-06 00:02:32.067770,fear,False,False,E-ToM
2024-07-06 00:02:33.610081,fear,False,False,E-ToM
2024-07-06 00:02:34.040360,happy,False,False,E-ToM
2024-07-06 00:02:34.418291,happy,False,False,E-ToM
2024-07-06 00:02:34.771209,happy,False,False,E-ToM
2024-07-06 00:02:35.121709,neutral,False,False,E-ToM
2024-07-06 00:02:35.477663,sad,False,False,E-ToM
2024-07-06 00:02:36.222372,neutral,False,False,E-ToM
2024-07-06 00:02:36.571004,neutral,False,False,E-ToM
2024-07-06 00:02:36.936970,happy,False,False,E-ToM
2024-07-06 00:02:37.312359,neutral,False,False,E-ToM
2024-07-06 00:02:37.670538,neutral,False,False,E-ToM
2024-07-06 00:02:38.034049,neutral,False,False,E-ToM
2024-07-06 00:02:38.380238,neutral,False,False,E-ToM
2024-07-06 00:02:38.771893,neutral,False,False,E-ToM
2024-07-06 00:02:39.132169,neutral,False,False,E-ToM
2024-07-06 00:02:39.463040,neutral,False,False,E-ToM
2024-07-06 00:02:39.878788,neutral,False,False,E-ToM
2024-07-06 00:02:40.664475,neutral,False,False,E-ToM
2024-07-06 00:02:41.089628,neutral,False,False,E-ToM
2024-07-06 00:02:41.515643,neutral,False,False,E-ToM
2024-07-06 00:02:41.865555,neutral,False,False,E-ToM
2024-07-06 00:02:42.216822,neutral,False,False,E-ToM
2024-07-06 00:02:42.594484,neutral,False,False,E-ToM
2024-07-06 00:02:42.937385,happy,False,False,E-ToM
2024-07-06 00:02:43.277815,happy,False,False,E-ToM
2024-07-06 00:02:43.622560,happy,False,False,E-ToM
2024-07-06 00:02:44.769444,happy,False,True,E-ToM
2024-07-06 00:02:45.124025,neutral,False,True,E-ToM
2024-07-06 00:02:46.223818,happy,False,True,E-ToM
2024-07-06 00:02:47.128313,neutral,False,True,E-ToM
2024-07-06 00:02:48.256101,neutral,False,True,E-ToM
2024-07-06 00:02:49.058364,neutral,False,True,E-ToM
2024-07-06 00:02:49.494823,neutral,False,True,E-ToM
2024-07-06 00:02:49.829753,neutral,False,True,E-ToM
2024-07-06 00:02:50.211695,neutral,False,True,E-ToM
2024-07-06 00:02:50.578653,neutral,False,True,E-ToM
2024-07-06 00:02:50.930644,neutral,False,True,E-ToM
2024-07-06 00:02:51.616794,neutral,False,True,E-ToM
2024-07-06 00:02:51.959095,neutral,False,True,E-ToM
2024-07-06 00:02:52.297709,neutral,False,True,E-ToM
2024-07-06 00:02:52.645349,neutral,False,True,E-ToM
2024-07-06 00:02:52.985264,angry,False,True,E-ToM
2024-07-06 00:02:53.364460,angry,False,True,E-ToM
2024-07-06 00:02:53.715536,angry,False,True,E-ToM
2024-07-06 00:02:54.074685,angry,False,True,E-ToM
2024-07-06 00:02:54.484882,angry,False,True,E-ToM
2024-07-06 00:02:54.828171,neutral,False,True,E-ToM
2024-07-06 00:02:55.210918,neutral,True,True,E-ToM
2024-07-06 00:02:55.578815,neutral,True,True,E-ToM
2024-07-06 00:02:55.966866,neutral,True,True,E-ToM
2024-07-06 00:02:56.422557,neutral,True,True,E-ToM
2024-07-06 00:02:56.788952,neutral,True,True,E-ToM
2024-07-06 00:02:57.162667,neutral,True,True,E-ToM
2024-07-06 00:02:57.581344,happy,True,True,E-ToM
2024-07-06 00:02:57.942346,happy,True,True,E-ToM
2024-07-06 00:02:58.286161,happy,True,True,E-ToM
2024-07-06 00:02:58.638340,happy,True,True,E-ToM
2024-07-06 00:02:59.014866,happy,True,True,E-ToM
2024-07-06 00:02:59.372171,happy,True,True,E-ToM
2024-07-06 00:02:59.714695,happy,True,True,E-ToM
2024-07-06 00:03:00.056221,happy,True,True,E-ToM
2024-07-06 00:03:00.501447,happy,True,True,E-ToM
2024-07-06 00:03:00.860021,neutral,True,True,E-ToM
2024-07-06 00:03:01.209251,angry,True,True,E-ToM
2024-07-06 00:03:01.578623,neutral,True,True,E-ToM
2024-07-06 00:03:01.980107,neutral,True,True,E-ToM
2024-07-06 00:03:02.391061,neutral,True,True,E-ToM
2024-07-06 00:03:02.807606,neutral,True,True,E-ToM
2024-07-06 00:03:03.597466,neutral,True,True,E-ToM
2024-07-06 00:03:03.973878,angry,True,True,E-ToM
2024-07-06 00:03:04.370232,neutral,True,True,E-ToM
2024-07-06 00:03:05.147531,angry,False,True,E-ToM
2024-07-06 00:03:05.581747,neutral,False,True,E-ToM
2024-07-06 00:03:06.003478,neutral,False,True,E-ToM
2024-07-06 00:03:06.364667,neutral,False,True,E-ToM
2024-07-06 00:03:06.734123,neutral,False,True,E-ToM
2024-07-06 00:03:07.434249,neutral,False,True,E-ToM
2024-07-06 00:03:07.799601,neutral,False,True,E-ToM
2024-07-06 00:03:08.168516,angry,False,True,E-ToM
2024-07-06 00:03:08.892463,neutral,False,True,E-ToM
2024-07-06 00:03:09.972799,neutral,False,True,E-ToM
2024-07-06 00:03:10.365096,neutral,False,True,E-ToM
2024-07-06 00:03:10.769449,neutral,False,True,E-ToM
2024-07-06 00:03:11.197456,angry,False,True,E-ToM
2024-07-06 00:03:11.622513,angry,False,True,E-ToM
2024-07-06 00:03:12.368414,neutral,False,True,E-ToM
2024-07-06 00:03:12.754307,neutral,False,True,E-ToM
2024-07-06 00:03:13.144031,neutral,False,True,E-ToM
2024-07-06 00:03:13.631526,neutral,False,True,E-ToM
2024-07-06 00:03:14.038223,neutral,False,True,E-ToM
2024-07-06 00:03:14.454142,neutral,False,True,E-ToM
2024-07-06 00:03:14.861685,neutral,False,True,E-ToM
2024-07-06 00:03:15.209950,neutral,False,True,E-ToM
2024-07-06 00:03:15.576029,neutral,False,True,E-ToM
2024-07-06 00:03:15.940865,neutral,False,True,E-ToM
2024-07-06 00:03:16.312622,neutral,False,True,E-ToM
2024-07-06 00:03:16.679466,neutral,False,True,E-ToM
2024-07-06 00:03:17.062448,happy,False,True,E-ToM
2024-07-06 00:03:17.482139,happy,False,True,E-ToM
2024-07-06 00:03:17.919075,happy,False,True,E-ToM
2024-07-06 00:03:18.309535,happy,False,True,E-ToM
2024-07-06 00:03:18.648298,happy,False,True,E-ToM
2024-07-06 00:03:19.020566,happy,False,True,E-ToM
2024-07-06 00:03:19.717167,happy,False,True,E-ToM
2024-07-06 00:03:20.372253,sad,False,True,E-ToM
2024-07-06 00:03:20.738558,sad,False,True,E-ToM
2024-07-06 00:03:21.070213,happy,False,True,E-ToM
2024-07-06 00:03:21.472224,happy,False,True,E-ToM
2024-07-06 00:03:21.854958,happy,False,True,E-ToM
2024-07-06 00:03:22.216764,happy,False,True,E-ToM
2024-07-06 00:03:22.991543,fear,False,True,E-ToM
2024-07-06 00:03:23.359659,sad,False,True,E-ToM
2024-07-06 00:03:24.240979,neutral,False,True,E-ToM
2024-07-06 00:03:24.655963,neutral,False,True,E-ToM
2024-07-06 00:03:25.386723,neutral,False,True,E-ToM
2024-07-06 00:03:25.761723,neutral,False,True,E-ToM
2024-07-06 00:03:26.169826,neutral,False,True,E-ToM
2024-07-06 00:03:27.015074,happy,False,True,E-ToM
2024-07-06 00:03:27.404580,happy,False,True,E-ToM
2024-07-06 00:03:27.751443,happy,False,True,E-ToM
2024-07-06 00:03:28.098541,happy,False,True,E-ToM
2024-07-06 00:03:28.434770,happy,False,True,E-ToM
2024-07-06 00:03:28.763925,happy,False,True,E-ToM
2024-07-06 00:03:29.105157,happy,False,True,E-ToM
2024-07-06 00:03:29.457079,happy,False,True,E-ToM
2024-07-06 00:03:29.820585,happy,False,True,E-ToM
2024-07-06 00:03:30.196530,happy,False,True,E-ToM
2024-07-06 00:03:30.544010,happy,False,True,E-ToM
2024-07-06 00:03:30.874233,happy,False,True,E-ToM
2024-07-06 00:03:31.219288,angry,False,True,E-ToM
2024-07-06 00:03:31.895693,neutral,False,True,E-ToM
2024-07-06 00:03:32.240855,angry,False,True,E-ToM
2024-07-06 00:03:32.934316,neutral,False,True,E-ToM
2024-07-06 00:03:33.704113,angry,False,True,E-ToM
2024-07-06 00:03:34.028361,neutral,False,True,E-ToM
2024-07-06 00:03:34.375378,angry,False,True,E-ToM
2024-07-06 00:03:34.740915,neutral,False,True,E-ToM
2024-07-06 00:03:35.073560,angry,False,True,E-ToM
2024-07-06 00:03:35.423561,neutral,False,True,E-ToM
2024-07-06 00:03:35.759804,neutral,False,True,E-ToM
2024-07-06 00:03:36.436162,angry,False,True,E-ToM
2024-07-06 00:03:36.794735,angry,False,True,E-ToM
2024-07-06 00:03:37.126702,neutral,False,True,E-ToM
2024-07-06 00:03:38.129440,neutral,False,True,E-ToM
2024-07-06 00:03:38.471948,neutral,False,True,E-ToM
2024-07-06 00:03:38.838194,neutral,False,True,E-ToM
2024-07-06 00:03:39.200688,angry,False,True,E-ToM
2024-07-06 00:03:39.538760,neutral,False,True,E-ToM
2024-07-06 00:03:39.922828,neutral,False,True,E-ToM
2024-07-06 00:03:40.342387,angry,False,True,E-ToM
2024-07-06 00:03:40.732184,happy,False,True,E-ToM
2024-07-06 00:03:41.109500,happy,False,True,E-ToM
2024-07-06 00:03:41.537111,happy,False,True,E-ToM
2024-07-06 00:03:41.913962,happy,False,True,E-ToM
2024-07-06 00:03:42.257232,happy,False,True,E-ToM
2024-07-06 00:03:42.610652,happy,False,True,E-ToM
2024-07-06 00:03:42.995722,happy,False,True,E-ToM
2024-07-06 00:03:43.342667,happy,False,True,E-ToM
2024-07-06 00:03:43.710603,happy,False,True,E-ToM
2024-07-06 00:03:44.056083,happy,False,True,E-ToM
2024-07-06 00:03:44.810349,happy,False,True,E-ToM
2024-07-06 00:03:45.153168,happy,False,True,E-ToM
2024-07-06 00:03:45.497218,happy,False,True,E-ToM
2024-07-06 00:03:45.842608,happy,False,True,E-ToM
2024-07-06 00:03:46.196087,happy,False,True,E-ToM
2024-07-06 00:03:46.611436,happy,False,True,E-ToM
2024-07-06 00:03:46.989743,happy,False,True,E-ToM
2024-07-06 00:03:47.417022,happy,False,True,E-ToM
2024-07-06 00:03:47.794573,happy,False,True,E-ToM
2024-07-06 00:03:49.233831,sad,False,True,E-ToM
2024-07-06 00:03:49.574071,neutral,False,True,E-ToM
2024-07-06 00:03:49.919697,neutral,False,True,E-ToM
2024-07-06 00:03:50.255875,neutral,False,True,E-ToM
2024-07-06 00:03:50.646138,neutral,False,True,E-ToM
