id,timestamp,game_time,emotion,model_confidence,head_pose,x_pose,y_pose,z_pose,match,turn,motivated,condition
3,"05/28/2025, 19:57:31",0:0,happy,98.2966661453247,Forward,1.8151688994813442,3.6020974268395434,0.096111847297285,False,1,no,E-ToM
3,"05/28/2025, 19:57:31",0:0,happy,99.70124959945679,Forward,0.16850676424421304,3.9517716099596747,0.07193436910820537,False,1,no,E-ToM
3,"05/28/2025, 19:57:31",0:0,happy,97.5746686890129,Forward,2.1504956163558138,2.7318387725489894,0.06142096743868486,False,1,no,E-ToM
3,"05/28/2025, 19:57:32",0:0,happy,77.89325582344864,Forward,4.6423793288978645,2.517379722595997,0.06038480202852902,False,1,no,E-ToM
3,"05/28/2025, 19:57:32",0:1,disgust,47.03812879551225,Forward,5.526009989887276,2.450733023204311,0.0395084232196389,False,1,no,E-ToM
3,"05/28/2025, 19:57:32",0:1,surprise,70.88273590104198,Forward,4.209051029321267,0.8100336658420347,0.030944149232262665,False,1,no,E-ToM
3,"05/28/2025, 19:57:33",0:1,surprise,69.04720067977905,Forward,6.981732804240428,1.1615590989690006,0.0016834719061995628,False,1,no,E-ToM
3,"05/28/2025, 19:57:33",0:2,surprise,62.49939203262329,Forward,5.31074528610902,1.9069758659638254,0.028883524603891403,False,1,no,E-ToM
3,"05/28/2025, 19:57:33",0:2,surprise,34.81477408497179,Forward,3.698361256887361,0.279465463539541,0.03431695989674457,False,1,no,E-ToM
3,"05/28/2025, 19:57:33",0:2,surprise,34.059056639671326,Forward,5.114475004809405,0.8253393930305305,0.021962696044784215,False,1,no,E-ToM
3,"05/28/2025, 19:57:33",0:2,fear,50.17813444137573,Forward,3.7418173537637633,3.1120973622152044,-0.017961417172520935,False,1,no,E-ToM
3,"05/28/2025, 19:57:34",0:2,fear,47.42980033996101,Forward,7.993015719984064,1.0669882040268588,-0.04496372463052678,False,1,no,E-ToM
3,"05/28/2025, 19:57:34",0:3,fear,52.898418557832414,Forward,5.8348060928996555,1.1443821763225057,-0.017898191101844874,False,1,no,E-ToM
3,"05/28/2025, 19:57:34",0:3,happy,54.69787120819092,Forward,6.341352874358323,0.5895666674773903,-0.020315909440642137,False,1,no,E-ToM
3,"05/28/2025, 19:57:34",0:3,happy,35.667067766189575,Forward,4.300903566235961,2.204442278514954,0.02006794546879926,False,1,no,E-ToM
3,"05/28/2025, 19:57:35",0:3,angry,45.85019648075104,Forward,6.561106973352214,1.2317314453924666,-0.005975732465810063,False,1,no,E-ToM
3,"05/28/2025, 19:57:35",0:4,angry,71.55884247316808,Forward,4.79033003320599,0.27567402906920757,0.042047498295584095,False,1,no,E-ToM
3,"05/28/2025, 19:57:35",0:4,happy,91.68458580970764,Forward,4.112931710816849,1.7624359505826699,0.08306303384478504,False,1,no,E-ToM
3,"05/28/2025, 19:57:35",0:4,happy,96.25319816191185,Forward,2.9201545635955477,3.441591540013507,0.08038056840839802,False,1,no,E-ToM
3,"05/28/2025, 19:57:35",0:4,happy,99.92930889129639,Forward,4.5174515170935035,3.9784681599538745,0.062358187005485115,False,2,no,E-ToM
3,"05/28/2025, 19:57:36",0:5,happy,94.08982360898398,Forward,4.896111804829739,1.6115885442885938,0.06270791618140768,False,2,no,E-ToM
3,"05/28/2025, 19:57:36",0:5,happy,98.31896414273764,Forward,4.497938145492077,1.5529957623253563,0.06711685309719656,False,2,no,E-ToM
3,"05/28/2025, 19:57:36",0:5,happy,99.79438185691833,Forward,3.4930606449717185,2.5877816489882823,0.06585582010357968,False,3,no,E-ToM
3,"05/28/2025, 19:57:36",0:5,happy,95.79540491104126,Forward,4.63279480580817,0.5608388391228475,0.08260227862001321,False,3,no,E-ToM
3,"05/28/2025, 19:57:37",0:6,happy,96.20893597602844,Forward,1.0806448627376617,2.1497019572892455,0.09017607530615161,False,3,no,E-ToM
3,"05/28/2025, 19:57:37",0:6,happy,98.80253686874666,Forward,4.00809082183271,2.5657540679540807,0.06772915250320159,False,3,no,E-ToM
3,"05/28/2025, 19:57:37",0:6,happy,98.7976191278015,Forward,3.0013240724929213,0.692044839710803,0.09615999780530332,False,3,no,E-ToM
3,"05/28/2025, 19:57:37",0:6,happy,98.7865149974823,Forward,3.599269068651567,3.3002304419381745,0.08858059536869708,False,3,no,E-ToM
3,"05/28/2025, 19:57:38",0:7,happy,91.59970283508301,Forward,2.6217435402911278,2.167537995543177,0.07911183623710599,False,3,no,E-ToM
3,"05/28/2025, 19:57:38",0:7,happy,99.45682287216187,Forward,5.109634551408536,2.1743684526409757,0.05488307758501843,False,3,no,E-ToM
3,"05/28/2025, 19:57:38",0:7,happy,98.27240109443665,Forward,3.207934739482731,1.3921741998275192,0.04010645845712026,False,3,no,E-ToM
3,"05/28/2025, 19:57:38",0:7,happy,97.01040965380726,Forward,5.35509958363903,2.9106653189761813,0.08405229793570912,False,3,no,E-ToM
3,"05/28/2025, 19:57:39",0:7,happy,98.3653544405314,Forward,4.701029189676548,1.7065006046277231,0.03741703306688277,False,3,no,E-ToM
3,"05/28/2025, 19:57:39",0:8,happy,96.56738597957921,Forward,3.705023245712587,1.7310097443908679,0.0758272823890649,False,3,no,E-ToM
3,"05/28/2025, 19:57:39",0:8,happy,96.56010270118713,Forward,4.462046779198729,3.198249737123882,0.0730666888856005,False,3,no,E-ToM
3,"05/28/2025, 19:57:39",0:8,happy,68.64535212516785,Forward,4.862431206971649,1.5632654315795176,0.05370952596890947,False,3,no,E-ToM
3,"05/28/2025, 19:57:39",0:8,happy,97.83163666725159,Forward,5.112538068847231,3.4525392009631806,0.04813866255391764,False,4,no,E-ToM
3,"05/28/2025, 19:57:40",0:8,happy,99.36545487436383,Forward,6.99677932407521,3.995481665825223,0.008195586648765813,False,4,no,E-ToM
3,"05/28/2025, 19:57:40",0:9,angry,42.54620969295502,Forward,4.2682679524031055,0.36302176254833624,0.04255999883810284,False,4,no,E-ToM
3,"05/28/2025, 19:57:40",0:9,happy,89.51622247695923,Forward,6.163208597569304,3.2809427707733185,0.034066916522422296,False,4,no,E-ToM
3,"05/28/2025, 19:57:40",0:9,happy,82.35830664634705,Forward,3.635205459389448,0.8245755840564181,0.03510620891848178,False,5,no,E-ToM
