id_player;turn_number;position_clicked;time_game;time_until_match;suggestion_type;position_suggested;experiment_condition;match;game_ended;wrong_hint;board_changed
3;1;[0, 0];0:2;0:2;none;none;e_tom;False;False;False;False
3;2;[0, 1];0:3;0:3;none;none;e_tom;False;False;False;False
3;3;[0, 2];0:5;0:5;none;none;e_tom;False;False;False;False
3;4;[0, 1];0:7;0:7;none;none;e_tom;False;False;False;False
3;5;[0, 4];0:9;0:9;none;none;e_tom;False;False;False;False
3;6;[0, 1];0:10;0:10;none;none;e_tom;True;False;False;False
3;7;[0, 5];0:22;0:12;none;none;e_tom;False;False;False;False
3;8;[1, 0];0:24;0:14;none;none;e_tom;False;False;False;False
3;9;[0, 2];0:31;0:21;none;none;e_tom;False;False;False;False
3;10;[0, 5];0:33;0:23;none;none;e_tom;True;False;False;False
3;11;[1, 2];0:40;0:7;none;none;e_tom;False;False;False;False
3;12;[1, 3];0:42;0:9;none;none;e_tom;False;False;False;False
3;13;[1, 4];0:49;0:16;none;none;e_tom;False;False;False;False
3;14;[1, 5];0:53;0:20;none;none;e_tom;False;False;False;True
3;15;[0, 0];1:1;0:28;none;none;e_tom;False;False;False;False
3;16;[1, 0];1:3;0:30;none;none;e_tom;False;False;False;False
3;17;[1, 1];1:6;0:33;none;none;e_tom;False;False;False;False
3;18;[0, 0];1:8;0:35;none;none;e_tom;True;False;False;False
3;19;[1, 3];1:16;0:8;none;none;e_tom;False;False;False;False
3;20;[2, 3];1:18;0:10;none;none;e_tom;False;False;False;False
3;21;[3, 3];1:25;0:17;none;none;e_tom;False;False;False;False
3;22;[3, 1];1:27;0:19;none;none;e_tom;False;False;False;False
3;23;[3, 4];1:30;0:22;none;none;e_tom;False;False;False;False
3;24;[1, 2];1:32;0:24;column;2;e_tom;True;False;False;False
3;25;[2, 5];1:38;0:6;none;none;e_tom;False;False;False;False
3;26;[0, 3];1:39;0:7;none;none;e_tom;False;False;False;False
3;27;[1, 0];1:46;0:14;none;none;e_tom;False;False;False;False
3;28;[2, 2];1:47;0:15;none;none;e_tom;False;False;False;False
3;29;[3, 0];1:54;0:22;none;none;e_tom;False;False;False;False
3;30;[0, 3];1:55;0:23;column;3;e_tom;False;False;False;False
3;31;[3, 2];1:55;0:23;card;[3, 2];e_tom;False;False;False;False
3;32;[1, 0];1:55;0:23;column;0;e_tom;True;False;False;False
3;33;[3, 0];2:1;0:6;none;none;e_tom;False;False;False;False
3;34;[0, 3];2:3;0:8;none;none;e_tom;False;False;False;False
3;35;[2, 3];2:10;0:15;none;none;e_tom;False;False;False;False
3;36;[3, 0];2:11;0:16;none;none;e_tom;True;False;False;False
3;37;[3, 5];2:17;0:6;none;none;e_tom;False;False;False;False
3;38;[2, 1];2:19;0:8;none;none;e_tom;False;False;False;False
3;39;[1, 3];2:21;0:10;none;none;e_tom;False;False;False;False
3;40;[2, 5];2:23;0:12;none;none;e_tom;False;False;False;False
3;41;[1, 5];2:28;0:17;none;none;e_tom;False;False;False;False
3;42;[3, 5];2:28;0:17;column;5;e_tom;False;False;False;False
3;43;[2, 5];2:28;0:17;card;[1, 4];e_tom;False;False;False;False
3;44;[1, 5];2:29;0:18;row;1;e_tom;True;False;False;False
3;45;[1, 4];2:33;0:4;none;none;e_tom;False;False;False;False
3;46;[0, 3];2:34;0:5;none;none;e_tom;True;False;False;False
3;47;[2, 1];2:36;0:2;none;none;e_tom;False;False;False;False
3;48;[2, 2];2:39;0:5;none;none;e_tom;False;False;False;False
3;49;[2, 0];2:46;0:12;none;none;e_tom;False;False;False;False
3;50;[3, 5];2:48;0:14;none;none;e_tom;True;False;False;False
3;51;[3, 1];2:49;0:1;none;none;e_tom;False;False;False;False
3;52;[2, 1];2:54;0:6;none;none;e_tom;True;False;False;False
3;53;[2, 2];2:56;0:2;none;none;e_tom;False;False;False;False
3;54;[1, 3];2:58;0:4;none;none;e_tom;False;False;False;False
3;55;[3, 3];3:4;0:10;none;none;e_tom;False;False;False;False
3;56;[2, 2];3:6;0:12;none;none;e_tom;True;False;False;False
3;57;[2, 4];3:12;0:6;none;none;e_tom;False;False;False;False
3;58;[1, 3];3:14;0:8;none;none;e_tom;True;True;False;False
