id_player;turn_number;position_clicked;time_game;time_until_match;suggestion_type;position_suggested;experiment_condition;match;game_ended;wrong_hint
317;1;[3, 0];0:6;0:6;none;none;external_deception;False;False;False
317;2;[0, 0];0:7;0:7;none;none;external_deception;True;False;False
317;3;[3, 1];0:7;0:0;none;none;external_deception;False;False;False
317;4;[0, 2];0:7;0:0;none;none;external_deception;True;False;False
317;5;[1, 3];0:17;0:10;none;none;external_deception;False;False;False
317;6;[0, 5];0:17;0:10;none;none;external_deception;True;False;False
317;7;[2, 3];0:29;0:11;none;none;external_deception;False;False;False
317;8;[1, 1];0:30;0:12;none;none;external_deception;True;False;False
317;9;[2, 1];0:30;0:0;none;none;external_deception;False;False;False
317;10;[1, 2];0:31;0:1;none;none;external_deception;False;False;False
317;11;[2, 2];0:32;0:2;none;none;external_deception;False;False;False
317;12;[1, 0];0:33;0:3;none;none;external_deception;False;False;False
317;13;[2, 0];0:34;0:4;none;none;external_deception;False;False;False
317;14;[1, 4];0:35;0:5;row;1;external_deception;True;False;False
317;15;[1, 5];0:36;0:1;none;none;external_deception;False;False;False
317;16;[2, 4];0:37;0:2;none;none;external_deception;False;False;False
317;17;[2, 5];0:38;0:3;none;none;external_deception;False;False;False
317;18;[1, 0];0:39;0:4;none;none;external_deception;False;False;False
317;19;[3, 5];0:41;0:6;none;none;external_deception;False;False;False
317;20;[2, 2];0:41;0:6;card;[2, 2];external_deception;True;False;False
317;21;[3, 4];0:42;0:1;none;none;external_deception;False;False;False
317;22;[0, 3];0:43;0:2;none;none;external_deception;True;False;False
317;23;[0, 4];0:44;0:1;none;none;external_deception;False;False;False
317;24;[1, 2];0:45;0:2;none;none;external_deception;False;False;False
317;25;[2, 1];0:46;0:3;none;none;external_deception;False;False;False
317;26;[2, 5];0:47;0:4;none;none;external_deception;True;False;False
317;27;[1, 0];0:48;0:1;none;none;external_deception;False;False;False
317;28;[0, 4];0:49;0:2;none;none;external_deception;True;False;False
317;29;[0, 1];0:50;0:1;none;none;external_deception;False;False;False
317;30;[3, 3];0:50;0:1;none;none;external_deception;False;False;False
317;31;[0, 1];0:51;0:2;none;none;external_deception;False;False;False
317;32;[3, 2];0:52;0:3;none;none;external_deception;False;False;False
317;33;[1, 2];0:53;0:4;none;none;external_deception;False;False;False
317;34;[3, 2];0:54;0:5;none;none;external_deception;False;False;False
317;35;[0, 1];0:55;0:6;none;none;external_deception;False;False;False
317;36;[1, 2];0:56;0:7;column;2;external_deception;True;False;False
317;37;[3, 2];0:56;0:0;none;none;external_deception;False;False;False
317;38;[2, 4];0:57;0:1;none;none;external_deception;True;False;False
317;39;[1, 5];0:57;0:0;none;none;external_deception;False;False;False
317;40;[3, 3];0:58;0:1;none;none;external_deception;True;True;False
