id,timestamp,emotion,model_confidence,match,turn,motivated,condition
84,"07/16/2024, 23:32:57",neutral,0.0,False,2,yes,E-ToM
84,"07/16/2024, 23:33:04",neutral,0.0,True,4,yes,E-ToM
84,"07/16/2024, 23:33:10",neutral,0.0,True,6,yes,E-ToM
84,"07/16/2024, 23:33:11",neutral,0.0,False,8,no,E-ToM
84,"07/16/2024, 23:33:19",neutral,0.0,False,10,yes,E-ToM
84,"07/16/2024, 23:33:37",neutral,0.0,True,12,yes,E-ToM
84,"07/16/2024, 23:33:43",neutral,0.0,False,14,yes,E-ToM
84,"07/16/2024, 23:33:50",neutral,0.0,True,16,yes,E-ToM
84,"07/16/2024, 23:33:57",neutral,0.0,False,18,yes,E-ToM
84,"07/16/2024, 23:34:05",neutral,0.0,False,20,yes,E-ToM
84,"07/16/2024, 23:34:35",neutral,0.0,False,22,yes,E-ToM
