id,timestamp,emotion,model_confidence,match,turn,motivated,condition
123,"07/21/2024, 20:30:25",neutral,99.43848848342896,False,1,False,E-ToM
123,"07/21/2024, 20:30:26",neutral,81.33041262626648,False,1,False,E-ToM
123,"07/21/2024, 20:30:26",neutral,81.14253878593445,False,1,False,E-ToM
123,"07/21/2024, 20:30:26",neutral,93.19243431091309,False,1,False,E-ToM
123,"07/21/2024, 20:30:27",neutral,88.60188126564026,False,1,False,E-ToM
123,"07/21/2024, 20:30:27",neutral,85.21234393119812,False,1,False,E-ToM
123,"07/21/2024, 20:30:27",neutral,83.13927054405212,False,1,False,E-ToM
123,"07/21/2024, 20:30:28",neutral,64.26702737808228,False,1,False,E-ToM
123,"07/21/2024, 20:30:28",neutral,86.88794296311993,False,1,False,E-ToM
123,"07/21/2024, 20:30:28",neutral,93.17777752876282,False,1,False,E-ToM
123,"07/21/2024, 20:30:29",neutral,85.0785493850708,False,1,False,E-ToM
123,"07/21/2024, 20:30:29",neutral,77.05401182174683,False,1,False,E-ToM
123,"07/21/2024, 20:30:29",neutral,92.89587140083313,False,1,False,E-ToM
123,"07/21/2024, 20:30:30",neutral,94.62383389472961,False,1,False,E-ToM
123,"07/21/2024, 20:30:30",neutral,80.6174635887146,False,1,False,E-ToM
123,"07/21/2024, 20:30:30",neutral,86.71297947841761,False,1,False,E-ToM
123,"07/21/2024, 20:30:31",neutral,60.837272455529714,False,1,False,E-ToM
123,"07/21/2024, 20:30:31",neutral,59.233736991882324,False,1,False,E-ToM
123,"07/21/2024, 20:30:31",neutral,94.79134647794643,False,1,False,E-ToM
123,"07/21/2024, 20:30:32",neutral,68.97565722465515,False,1,False,E-ToM
123,"07/21/2024, 20:30:32",neutral,89.25091624259949,False,1,False,E-ToM
123,"07/21/2024, 20:30:32",neutral,89.01757597923279,False,1,False,E-ToM
123,"07/21/2024, 20:30:33",neutral,64.4846260547638,False,1,False,E-ToM
123,"07/21/2024, 20:30:33",neutral,58.632707595825195,False,1,False,E-ToM
123,"07/21/2024, 20:30:33",neutral,94.70417499542236,False,1,False,E-ToM
