id_player;turn_number;position_clicked;time_game;time_until_match;suggestion_type;position_suggested;experiment_condition;match;game_ended;wrong_hint
86;1;[1, 3];0:7;0:7;none;none;tom;False;False;False
86;2;[2, 3];0:7;0:7;none;none;tom;True;False;False
86;3;[3, 5];0:14;0:7;none;none;tom;False;False;False
86;4;[0, 3];0:14;0:7;none;none;tom;False;False;False
86;5;[3, 5];0:22;0:15;none;none;tom;False;False;False
86;6;[0, 4];0:22;0:15;none;none;tom;True;False;False
86;7;[3, 1];0:32;0:10;none;none;tom;False;False;False
86;8;[1, 4];0:32;0:10;none;none;tom;True;False;False
86;9;[2, 5];0:52;0:20;none;none;tom;False;False;False
86;10;[0, 1];0:53;0:21;none;none;tom;False;False;False
86;11;[0, 0];0:56;0:24;none;none;tom;False;False;False
86;12;[2, 5];0:57;0:25;none;none;tom;True;False;False
86;13;[3, 0];1:1;0:4;none;none;tom;False;False;False
86;14;[1, 0];1:3;0:6;none;none;tom;False;False;False
86;15;[2, 0];1:4;0:7;none;none;tom;False;False;False
86;16;[2, 1];1:6;0:9;none;none;tom;False;False;False
86;17;[3, 0];1:10;0:13;none;none;tom;False;False;False
86;18;[3, 2];1:10;0:13;column;1;tom;False;False;False
86;19;[3, 0];1:20;0:23;card;[1, 1];tom;False;False;False
86;20;[2, 0];1:22;0:25;row;1;tom;False;False;False
86;21;[1, 1];1:48;0:51;card;[1, 1];tom;False;False;False
86;22;[3, 4];1:53;0:56;column;0;tom;False;False;False
86;23;[1, 1];1:56;0:59;card;[1, 1];tom;False;False;False
86;24;[0, 5];1:56;0:59;row;3;tom;False;False;False
86;25;[1, 1];1:59;1:2;card;[1, 1];tom;False;False;False
86;26;[3, 0];2:0;1:3;column;0;tom;True;False;False
86;27;[2, 2];2:4;0:4;none;none;tom;False;False;False
86;28;[2, 4];2:6;0:6;none;none;tom;False;False;False
86;29;[0, 5];2:10;0:10;none;none;tom;False;False;False
86;30;[0, 2];2:12;0:12;none;none;tom;False;False;False
86;31;[1, 0];2:16;0:16;none;none;tom;False;False;False
86;32;[1, 5];2:17;0:17;column;2;tom;False;False;False
86;33;[3, 4];2:18;0:18;card;[3, 4];tom;False;False;False
86;34;[2, 1];2:19;0:19;row;0;tom;False;False;False
86;35;[0, 1];2:20;0:20;card;[3, 2];tom;False;False;False
86;36;[2, 4];2:20;0:20;row;2;tom;True;False;False
86;37;[3, 2];2:22;0:2;none;none;tom;False;False;False
86;38;[1, 5];2:24;0:4;none;none;tom;False;False;False
86;39;[3, 2];2:27;0:7;none;none;tom;False;False;False
86;40;[1, 5];2:28;0:8;none;none;tom;False;False;False
86;41;[1, 5];2:34;0:14;none;none;tom;False;False;False
86;42;[2, 2];2:36;0:16;row;2;tom;False;False;False
86;43;[2, 1];2:37;0:17;card;[2, 1];tom;False;False;False
86;44;[1, 5];2:38;0:18;column;5;tom;True;False;False
86;45;[0, 5];2:44;0:6;none;none;tom;False;False;False
86;46;[2, 0];2:46;0:8;none;none;tom;False;False;False
86;47;[1, 0];2:49;0:11;none;none;tom;False;False;False
86;48;[3, 2];3:14;0:36;none;none;tom;True;False;False
86;49;[3, 3];3:15;0:1;none;none;tom;False;False;False
86;50;[2, 0];3:21;0:7;none;none;tom;False;False;False
86;51;[3, 4];3:28;0:14;none;none;tom;False;False;False
86;52;[3, 3];3:29;0:15;none;none;tom;False;False;False
86;53;[0, 5];3:39;0:25;none;none;tom;False;False;False
86;54;[3, 4];3:40;0:26;none;none;tom;True;False;False
86;55;[0, 2];3:45;0:5;none;none;tom;False;False;False
86;56;[2, 2];3:46;0:6;none;none;tom;True;False;False
86;57;[0, 3];3:47;0:1;none;none;tom;False;False;False
86;58;[3, 3];3:48;0:2;none;none;tom;False;False;False
86;59;[1, 2];3:48;0:2;none;none;tom;False;False;False
86;60;[3, 3];3:49;0:3;none;none;tom;True;False;False
86;61;[0, 3];3:55;0:6;none;none;tom;False;False;False
86;62;[2, 0];4:0;0:11;none;none;tom;True;True;False
