id,timestamp,emotion,model_confidence,match,turn,motivated,condition
116,"07/20/2024, 22:49:25",neutral,0.0,False,4,yes,E-ToM
116,"07/20/2024, 22:49:31",neutral,0.0,False,6,yes,E-ToM
116,"07/20/2024, 22:49:53",neutral,0.0,False,8,yes,E-ToM
116,"07/20/2024, 22:50:07",neutral,0.0,True,10,yes,E-ToM
116,"07/20/2024, 22:50:18",neutral,0.0,True,12,yes,E-ToM
116,"07/20/2024, 22:50:24",neutral,0.0,True,14,yes,E-ToM
116,"07/20/2024, 22:50:31",neutral,0.0,True,16,yes,E-ToM
116,"07/20/2024, 22:50:41",neutral,0.0,False,18,yes,E-ToM
116,"07/20/2024, 22:50:52",neutral,0.0,False,20,yes,E-ToM
116,"07/20/2024, 22:51:16",neutral,0.0,False,22,yes,E-ToM
116,"07/20/2024, 22:51:53",neutral,0.0,False,24,no,E-ToM
116,"07/20/2024, 22:52:19",neutral,0.0,False,26,no,E-ToM
116,"07/20/2024, 22:52:38",neutral,0.0,False,28,no,E-ToM
116,"07/20/2024, 22:53:08",neutral,0.0,False,30,yes,E-ToM
