id,timestamp,game_time,emotion,model_confidence,head_pose,x_pose,y_pose,z_pose,match,turn,motivated,condition
1,"05/27/2025, 20:32:56",0:0,fear,79.72517013549805,Forward,5.566977120645276,6.583975634007606,-0.06266496632299752,False,1,no,E-ToM
1,"05/27/2025, 20:32:56",0:0,fear,84.90459232953741,Forward,6.360379028749363,6.836222398262785,-0.07203541992875152,False,1,no,E-ToM
1,"05/27/2025, 20:32:56",0:0,fear,95.88139057159424,Forward,4.977581174541507,6.1915585491386205,-0.05693520902151982,False,1,no,E-ToM
1,"05/27/2025, 20:32:57",0:1,fear,95.17640442707565,Forward,4.230100057227399,6.1798891125787385,-0.05941805288822735,False,1,no,E-ToM
1,"05/27/2025, 20:32:57",0:1,fear,75.40741562843323,Forward,5.225159780151339,6.741289964796227,-0.060091536962727544,False,1,no,E-ToM
1,"05/27/2025, 20:32:57",0:1,sad,47.01346457004547,Forward,6.985891396281329,6.834521436050287,-0.06093455185906984,False,1,no,E-ToM
1,"05/27/2025, 20:32:58",0:1,sad,38.90063100460952,Forward,6.833318818952797,8.461292550395138,-0.06909074807998145,False,1,no,E-ToM
1,"05/27/2025, 20:32:58",0:2,sad,42.07663488844841,Forward,5.8450534775378475,5.762609346317155,-0.056816449403464225,False,1,no,E-ToM
1,"05/27/2025, 20:32:58",0:2,sad,52.313077449798584,Forward,5.789069912252496,6.123256395931345,-0.04605354764525348,False,1,no,E-ToM
1,"05/27/2025, 20:32:58",0:2,sad,52.763938903808594,Forward,7.4333125787972865,6.146201658975687,-0.05364088531979732,False,1,no,E-ToM
1,"05/27/2025, 20:32:59",0:2,sad,40.08899629116058,Forward,7.296015277318323,6.552555196229358,-0.07260690272073425,False,1,no,E-ToM
1,"05/27/2025, 20:32:59",0:3,fear,69.05422806739807,Forward,6.351706523972614,6.917204006674756,-0.08295264044002393,False,1,no,E-ToM
1,"05/27/2025, 20:32:59",0:3,fear,64.12110328674316,Forward,5.408118774696504,7.014866100376091,-0.04057830848936588,False,1,no,E-ToM
1,"05/27/2025, 20:32:59",0:3,fear,93.29598546028137,Forward,5.512127941215922,6.302988123796277,-0.06511359441631563,False,1,no,E-ToM
1,"05/27/2025, 20:32:59",0:3,fear,60.96402406692505,Forward,5.364087111762323,6.6033875466574825,-0.05940612737924178,False,1,no,E-ToM
1,"05/27/2025, 20:33:00",0:3,fear,76.63077116012573,Forward,5.509773019709919,7.154401973935778,-0.05858707982164603,False,1,no,E-ToM
1,"05/27/2025, 20:33:00",0:4,fear,82.36036195518744,Forward,6.213138284081127,6.953413007022024,-0.059850523994543145,False,1,no,E-ToM
1,"05/27/2025, 20:33:00",0:4,fear,82.59696364402771,Forward,5.156157324288159,7.0237999056444265,-0.05909921578928626,False,1,no,E-ToM
1,"05/27/2025, 20:33:00",0:4,fear,85.88028465987948,Forward,6.9541965981162415,6.051233961519587,-0.05655062537564076,False,1,no,E-ToM
1,"05/27/2025, 20:33:01",0:4,happy,60.83213220025685,Forward,0.6278034436961931,10.00737928733819,-0.03328850198874751,False,1,no,E-ToM
1,"05/27/2025, 20:33:01",0:5,happy,99.92413520812988,Forward,-1.2585053559611163,9.35244290931376,-0.03590968302322615,False,1,no,E-ToM
1,"05/27/2025, 20:33:01",0:5,happy,99.98940229415894,Forward,2.6039086148802775,11.118635215650203,-0.010258593977872172,False,1,no,E-ToM
1,"05/27/2025, 20:33:01",0:5,happy,99.9934434890747,Forward,0.6407606051066103,10.097710684612595,-0.012351835786939642,False,2,no,E-ToM
1,"05/27/2025, 20:33:02",0:5,happy,99.98795986175537,Forward,1.6019833805550823,11.937962978932141,0.020970321490521453,False,2,no,E-ToM
